ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11014207,JA344125,07/11/2017 07:20:00 PM,033XX W GLADYS AVE,1661,GAMBLING,GAME/DICE,PARK PROPERTY,true,false,1134,011,28,27,19,1154354,1898103,2017,07/18/2017 03:52:43 PM,41.876218655,-87.708730543,"(41.876218655, -87.708730543)"
11016809,JA346846,07/13/2017 07:39:00 PM,033XX W FLOURNOY ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1134,011,24,27,19,1154276,1896837,2017,07/20/2017 03:55:01 PM,41.872746175,-87.709050742,"(41.872746175, -87.709050742)"
11019037,JA349503,07/15/2017 06:40:00 PM,0000X S LEAMINGTON AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1533,015,28,25,19,1142141,1899417,2017,07/22/2017 03:52:17 PM,41.88005957,-87.753540414,"(41.88005957, -87.753540414)"
11027320,JA358702,07/22/2017 12:39:00 PM,0000X S LEAMINGTON AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1533,015,28,25,19,1142141,1899414,2017,07/29/2017 03:56:00 PM,41.880051337,-87.753540489,"(41.880051337, -87.753540489)"
11028682,JA360618,07/23/2017 09:39:00 PM,007XX N HOMAN AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1121,011,27,23,19,1153575,1904816,2017,07/30/2017 03:51:44 PM,41.894655328,-87.71141215,"(41.894655328, -87.71141215)"
11031824,JA364424,07/26/2017 03:35:00 PM,040XX W MONROE ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1115,011,28,26,19,1149519,1899355,2017,08/02/2017 03:54:51 PM,41.879749464,-87.72645064,"(41.879749464, -87.72645064)"
11031854,JA364402,07/26/2017 02:30:00 PM,009XX N KARLOV AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1111,011,37,23,19,1148883,1905889,2017,08/02/2017 03:54:51 PM,41.897691787,-87.728616886,"(41.897691787, -87.728616886)"
11032191,JA364882,07/26/2017 08:45:00 PM,007XX N TRUMBULL AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1121,011,27,23,19,1153245,1904769,2017,08/02/2017 03:54:51 PM,41.894532913,-87.712625401,"(41.894532913, -87.712625401)"
11032958,JA365675,07/27/2017 12:55:00 PM,039XX W FLOURNOY ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1132,011,24,26,19,1150222,1896739,2017,08/03/2017 03:52:36 PM,41.872557197,-87.723937501,"(41.872557197, -87.723937501)"
11034205,JA367201,07/28/2017 01:38:00 PM,080XX S MARSHFIELD AVE,1661,GAMBLING,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),true,false,0611,006,21,71,19,1166741,1851359,2017,08/04/2017 03:50:34 PM,41.74769157,-87.664585338,"(41.74769157, -87.664585338)"
11034372,JA367665,07/28/2017 08:25:00 PM,078XX S WESTERN AVE,1661,GAMBLING,GAME/DICE,CTA BUS STOP,true,false,0835,008,18,70,19,1161741,1852550,2017,08/04/2017 03:50:34 PM,41.751065032,-87.682873958,"(41.751065032, -87.682873958)"
11035370,JA369045,07/29/2017 08:07:00 PM,048XX W GLADYS AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1533,015,24,25,19,1144095,1897901,2017,08/05/2017 03:50:08 PM,41.875863032,-87.746403542,"(41.875863032, -87.746403542)"
11036374,JA370338,07/30/2017 08:30:00 PM,010XX N LAWNDALE AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1112,011,27,23,19,1151525,1906649,2017,08/06/2017 03:53:31 PM,41.899725792,-87.71889305,"(41.899725792, -87.71889305)"
11037239,JA371281,07/31/2017 02:40:00 PM,015XX N LEAMINGTON AVE,1661,GAMBLING,GAME/DICE,ALLEY,true,false,2533,025,37,25,19,1141759,1909680,2017,08/07/2017 03:52:24 PM,41.908229535,-87.75468894,"(41.908229535, -87.75468894)"
11039021,JA373387,08/01/2017 09:05:00 PM,005XX N SPRINGFIELD AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1122,011,27,23,19,1150294,1903297,2017,08/08/2017 03:53:58 PM,41.890551663,-87.723502064,"(41.890551663, -87.723502064)"
11039892,JA374258,08/02/2017 02:44:00 PM,006XX N ST LOUIS AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1121,011,27,23,19,1152933,1904074,2017,08/09/2017 03:51:49 PM,41.892631953,-87.713789724,"(41.892631953, -87.713789724)"
11039931,JA374319,08/02/2017 03:15:00 PM,039XX W FLOURNOY ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1132,011,24,26,19,1150222,1896739,2017,08/09/2017 03:51:49 PM,41.872557197,-87.723937501,"(41.872557197, -87.723937501)"
11040152,JA374691,08/02/2017 07:35:00 PM,061XX S MAPLEWOOD AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0825,008,15,66,19,1160423,1863945,2017,08/09/2017 03:51:49 PM,41.782361812,-87.687390207,"(41.782361812, -87.687390207)"
11045200,JA380429,08/06/2017 09:27:00 PM,068XX S PERRY AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0722,007,6,69,19,1176578,1859630,2017,08/13/2017 03:52:59 PM,41.770172698,-87.628291299,"(41.770172698, -87.628291299)"
11046651,JA381829,08/07/2017 07:15:00 PM,087XX S WALLACE ST,1661,GAMBLING,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",true,false,2223,022,21,71,19,1173832,1846929,2017,08/14/2017 04:00:25 PM,41.735380901,-87.638732821,"(41.735380901, -87.638732821)"
11048648,JA384133,08/09/2017 02:03:00 PM,014XX S AVERS AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1011,010,24,29,19,1150944,1892834,2017,08/16/2017 04:03:48 PM,41.861827331,-87.721388897,"(41.861827331, -87.721388897)"
11049158,JA384702,08/09/2017 08:48:00 PM,039XX W VAN BUREN ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1132,011,24,26,19,1150266,1897736,2017,08/16/2017 04:03:48 PM,41.87529222,-87.72374996,"(41.87529222, -87.72374996)"
11050295,JA386134,08/10/2017 09:20:00 PM,011XX S RICHMOND ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1135,011,28,29,19,1156862,1895027,2017,08/17/2017 03:54:34 PM,41.867727347,-87.699605371,"(41.867727347, -87.699605371)"
11050491,JA386333,08/11/2017 02:12:00 AM,012XX S AVERS AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1011,010,24,29,19,1150903,1894261,2017,08/18/2017 03:50:53 PM,41.865743987,-87.72150207,"(41.865743987, -87.72150207)"
11051286,JA387335,08/11/2017 07:10:00 PM,039XX W GRENSHAW ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1132,011,24,29,19,1150362,1894752,2017,08/18/2017 03:50:53 PM,41.867101912,-87.723475324,"(41.867101912, -87.723475324)"
11051368,JA387395,08/11/2017 07:32:00 PM,060XX S MAPLEWOOD AVE,1661,GAMBLING,GAME/DICE,"SCHOOL, PUBLIC, GROUNDS",true,false,0825,008,15,66,19,1160409,1864447,2017,08/18/2017 03:50:53 PM,41.783739657,-87.68742771,"(41.783739657, -87.68742771)"
11051986,JA388197,08/12/2017 01:15:00 PM,015XX S KEELER AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1012,010,24,29,19,1148635,1892173,2017,08/19/2017 03:50:07 PM,41.860058315,-87.729881983,"(41.860058315, -87.729881983)"
11052253,JA388595,08/12/2017 06:47:00 PM,024XX W 56TH ST,1661,GAMBLING,GAME/DICE,PARK PROPERTY,true,false,0824,008,16,63,19,1161095,1867469,2017,08/19/2017 03:50:07 PM,41.792018262,-87.684829002,"(41.792018262, -87.684829002)"
11053827,JA390473,08/14/2017 11:10:00 AM,033XX W GLADYS AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1134,011,28,27,19,1154009,1898095,2017,08/21/2017 03:52:56 PM,41.876203585,-87.709997485,"(41.876203585, -87.709997485)"
11055846,JA392813,08/15/2017 09:29:00 PM,009XX N HARDING AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1112,011,27,23,19,1149883,1906035,2017,08/22/2017 03:55:50 PM,41.898073026,-87.724940164,"(41.898073026, -87.724940164)"
11055881,JA392819,08/15/2017 09:43:00 PM,067XX S EAST END AVE,1661,GAMBLING,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),true,false,0332,003,5,43,19,1188697,1860548,2017,08/22/2017 03:55:50 PM,41.772410563,-87.583839318,"(41.772410563, -87.583839318)"
11059348,JA396884,08/18/2017 06:57:00 PM,070XX S SANGAMON ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0733,007,17,68,19,1171190,1858158,2017,08/25/2017 03:49:58 PM,41.766252855,-87.648084406,"(41.766252855, -87.648084406)"
11059367,JA396909,08/18/2017 07:27:00 PM,038XX W FLOURNOY ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1133,011,24,26,19,1150902,1896755,2017,08/25/2017 03:49:58 PM,41.872587828,-87.721440478,"(41.872587828, -87.721440478)"
11060180,JA397819,08/19/2017 02:10:00 PM,035XX W 13TH PL,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1021,010,24,29,19,1152965,1893676,2017,08/26/2017 03:52:47 PM,41.864098105,-87.713947792,"(41.864098105, -87.713947792)"
11060990,JA398886,08/20/2017 11:00:00 AM,033XX W GLADYS AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1134,011,28,27,19,1153985,1898094,2017,08/27/2017 03:48:51 PM,41.876201319,-87.710085632,"(41.876201319, -87.710085632)"
11061029,JA398952,08/20/2017 12:00:00 PM,072XX S PHILLIPS AVE,1661,GAMBLING,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),true,false,0334,003,7,43,19,1193739,1857443,2017,08/27/2017 03:48:51 PM,41.763768156,-87.565458756,"(41.763768156, -87.565458756)"
11063848,JA402175,08/22/2017 06:06:00 PM,013XX S CHRISTIANA AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1021,010,24,29,19,1154244,1893642,2017,08/29/2017 03:56:39 PM,41.863979388,-87.709253509,"(41.863979388, -87.709253509)"
11064075,JA402425,08/23/2017 12:13:00 AM,039XX W VAN BUREN ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1132,011,24,26,19,1150273,1897736,2017,08/30/2017 03:57:57 PM,41.875292084,-87.723724259,"(41.875292084, -87.723724259)"
11065670,JA404221,08/24/2017 11:23:00 AM,075XX S STEWART AVE,1661,GAMBLING,GAME/DICE,OTHER,true,false,0621,006,17,69,19,1174929,1855036,2017,08/31/2017 03:54:26 PM,41.75760316,-87.634472636,"(41.75760316, -87.634472636)"
11067432,JA406124,08/24/2017 08:00:00 PM,037XX N KIMBALL AVE,1670,GAMBLING,GAME/AMUSEMENT DEVICE,CLEANING STORE,true,false,1732,017,35,16,19,1153060,1924542,2017,08/31/2017 03:54:26 PM,41.948795371,-87.71277934,"(41.948795371, -87.71277934)"
11067305,JA406127,08/25/2017 05:38:00 PM,080XX S JUSTINE ST,1661,GAMBLING,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),true,false,0612,006,21,71,19,1167401,1851464,2017,09/01/2017 03:54:24 PM,41.747965603,-87.662163891,"(41.747965603, -87.662163891)"
11067320,JA406197,08/25/2017 06:32:00 PM,071XX S VINCENNES AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0731,007,6,69,19,1176581,1857588,2017,09/01/2017 03:54:24 PM,41.764569155,-87.628341654,"(41.764569155, -87.628341654)"
11068255,JA407420,08/26/2017 07:06:00 PM,033XX W GLADYS AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1134,011,28,27,19,1153985,1898094,2017,09/02/2017 03:51:10 PM,41.876201319,-87.710085632,"(41.876201319, -87.710085632)"
11068830,JA408108,08/27/2017 10:55:00 AM,010XX N MONTICELLO AVE,1680,GAMBLING,OTHER,SIDEWALK,true,false,1112,011,27,23,19,1151852,1906785,2017,09/03/2017 03:50:32 PM,41.900092556,-87.717688385,"(41.900092556, -87.717688385)"
11071003,JA410595,08/29/2017 12:25:00 PM,011XX S MASON AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1513,015,29,25,19,1136892,1894418,2017,09/05/2017 03:53:25 PM,41.866437316,-87.77293425,"(41.866437316, -87.77293425)"
11071346,JA411086,08/29/2017 06:25:00 PM,013XX S KARLOV AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1011,010,24,29,19,1149264,1893519,2017,09/05/2017 03:53:25 PM,41.863739747,-87.727538208,"(41.863739747, -87.727538208)"
11071474,JA411319,08/29/2017 08:22:00 PM,039XX W FLOURNOY ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1132,011,24,26,19,1150250,1896739,2017,09/05/2017 03:53:25 PM,41.872556651,-87.7238347,"(41.872556651, -87.7238347)"
11072485,JA412574,08/30/2017 07:38:00 PM,013XX W 73RD PL,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0734,007,17,67,19,1168551,1856023,2017,09/06/2017 03:50:49 PM,41.760451422,-87.65781875,"(41.760451422, -87.65781875)"
11075254,JA416030,09/02/2017 01:02:00 PM,052XX W FERDINAND ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1523,015,28,25,19,1141363,1902646,2017,09/09/2017 03:47:24 PM,41.888934734,-87.756317452,"(41.888934734, -87.756317452)"
11077061,JA418467,09/04/2017 02:14:00 PM,0000X W 110TH PL,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0513,005,34,49,19,1177937,1831695,2017,09/11/2017 03:52:17 PM,41.693484859,-87.6241535,"(41.693484859, -87.6241535)"
11077471,JA419035,09/05/2017 12:16:00 AM,039XX W VAN BUREN ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1132,011,24,26,19,1150259,1897735,2017,09/12/2017 03:54:26 PM,41.875289613,-87.723775688,"(41.875289613, -87.723775688)"
11078310,JA420035,09/05/2017 05:10:00 PM,056XX S WOLCOTT AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0715,007,15,67,19,1164649,1867315,2017,09/12/2017 03:54:26 PM,41.79152136,-87.671801382,"(41.79152136, -87.671801382)"
11079153,JA421117,09/06/2017 02:30:00 PM,010XX N MONTICELLO AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1112,011,27,23,19,1151852,1906785,2017,09/13/2017 03:52:28 PM,41.900092556,-87.717688385,"(41.900092556, -87.717688385)"
11080308,JA422437,09/07/2017 03:40:00 PM,033XX W GLADYS AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1134,011,28,27,19,1153985,1898094,2017,09/14/2017 03:49:54 PM,41.876201319,-87.710085632,"(41.876201319, -87.710085632)"
11081453,JA423679,09/08/2017 03:11:00 PM,003XX S TRUMBULL AVE,1661,GAMBLING,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),true,false,1133,011,28,27,19,1153478,1898116,2017,09/15/2017 03:51:54 PM,41.876271777,-87.711946588,"(41.876271777, -87.711946588)"
11081603,JA423862,09/08/2017 05:24:00 PM,030XX W LEXINGTON ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1134,011,28,27,19,1156194,1896545,2017,09/15/2017 03:51:54 PM,41.871906402,-87.702016738,"(41.871906402, -87.702016738)"
11082390,JA424999,09/09/2017 04:15:00 PM,030XX W LEXINGTON ST,1661,GAMBLING,GAME/DICE,STREET,true,false,1134,011,28,27,19,1156248,1896546,2017,09/16/2017 03:53:09 PM,41.871908056,-87.701818454,"(41.871908056, -87.701818454)"
11087442,JA431038,09/14/2017 12:51:00 PM,043XX S LANGLEY AVE,1651,GAMBLING,GAME/CARDS,APARTMENT,true,false,0221,002,4,38,19,1181652,1876435,2017,09/21/2017 03:52:13 PM,41.816171454,-87.609173392,"(41.816171454, -87.609173392)"
11088948,JA433120,09/15/2017 11:05:00 PM,040XX W VAN BUREN ST,1661,GAMBLING,GAME/DICE,RESIDENCE PORCH/HALLWAY,true,false,1132,011,24,26,19,1149436,1897715,2017,09/22/2017 03:51:38 PM,41.875250729,-87.726797963,"(41.875250729, -87.726797963)"
11088968,JA433171,09/16/2017 12:16:00 AM,012XX S AVERS AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1011,010,24,29,19,1150904,1894227,2017,09/23/2017 03:49:54 PM,41.865650668,-87.721499289,"(41.865650668, -87.721499289)"
11094048,JA439662,09/20/2017 06:14:00 PM,0000X W 110TH PL,1661,GAMBLING,GAME/DICE,STREET,true,false,0513,005,34,49,19,1177964,1831695,2017,09/27/2017 03:48:40 PM,41.693484249,-87.624054648,"(41.693484249, -87.624054648)"
11094244,JA439935,09/20/2017 10:37:00 PM,034XX W MADISON ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1123,011,28,27,19,1153515,1899806,2017,09/27/2017 03:48:40 PM,41.880908579,-87.711765797,"(41.880908579, -87.711765797)"
11096427,JA442589,09/22/2017 07:25:00 PM,0000X E 118TH ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0532,005,9,53,19,1178559,1826735,2017,09/29/2017 03:49:32 PM,41.679859817,-87.622026174,"(41.679859817, -87.622026174)"
11096732,JA443009,09/23/2017 04:25:00 AM,010XX E 93RD ST,1651,GAMBLING,GAME/CARDS,SIDEWALK,true,false,0413,004,8,47,19,1184725,1843524,2017,09/30/2017 03:47:16 PM,41.725789026,-87.598931983,"(41.725789026, -87.598931983)"
11097303,JA443877,09/23/2017 06:55:00 PM,037XX W 13TH ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1011,010,24,29,19,1151788,1893789,2017,09/30/2017 03:47:16 PM,41.864431411,-87.718265574,"(41.864431411, -87.718265574)"
11098333,JA445199,09/24/2017 07:47:00 PM,033XX W GLADYS AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1134,011,28,27,19,1153985,1898094,2017,10/01/2017 03:49:02 PM,41.876201319,-87.710085632,"(41.876201319, -87.710085632)"
11099422,JA446661,09/25/2017 07:20:00 PM,038XX W ARTHINGTON ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1133,011,24,26,19,1151008,1895762,2017,10/02/2017 03:51:07 PM,41.869860849,-87.721077306,"(41.869860849, -87.721077306)"
11099609,JA446812,09/25/2017 09:40:00 PM,062XX S SEELEY AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0714,007,15,67,19,1163768,1863263,2017,10/02/2017 03:51:07 PM,41.780420705,-87.675145585,"(41.780420705, -87.675145585)"
11103657,JA451943,09/29/2017 06:24:00 PM,107XX S WABASH AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0513,005,9,49,19,1178479,1833766,2017,10/06/2017 03:57:19 PM,41.699155715,-87.622106517,"(41.699155715, -87.622106517)"
11103804,JA452048,09/29/2017 06:16:00 PM,084XX S ESCANABA AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0423,004,10,46,19,1196950,1849647,2017,10/06/2017 03:57:19 PM,41.742296108,-87.553948836,"(41.742296108, -87.553948836)"
11105483,JA454385,10/01/2017 05:35:00 PM,007XX W 61ST ST,1661,GAMBLING,GAME/DICE,PARK PROPERTY,true,false,0711,007,16,68,19,1172447,1864421,2017,10/08/2017 03:49:32 PM,41.783411687,-87.643292861,"(41.783411687, -87.643292861)"
11106556,JA455799,10/02/2017 07:32:00 PM,007XX N CHRISTIANA AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1121,011,27,23,19,1153908,1904823,2017,10/09/2017 03:47:48 PM,41.894667907,-87.710188943,"(41.894667907, -87.710188943)"
11106694,JA455878,10/02/2017 08:04:00 PM,090XX S ASHLAND AVE,1661,GAMBLING,GAME/DICE,STREET,true,false,2221,022,21,73,19,1167260,1844670,2017,10/09/2017 03:47:48 PM,41.729324897,-87.662874511,"(41.729324897, -87.662874511)"
11107812,JA457236,10/03/2017 06:30:00 PM,007XX N CHRISTIANA AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1121,011,27,23,19,1153910,1904735,2017,10/10/2017 03:47:20 PM,41.894426386,-87.710183945,"(41.894426386, -87.710183945)"
11107915,JA457422,10/03/2017 10:45:00 PM,025XX S WASHTENAW AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1034,010,12,30,19,1158774,1886893,2017,10/10/2017 03:47:20 PM,41.845367847,-87.692808835,"(41.845367847, -87.692808835)"
11108979,JA458712,10/04/2017 10:49:00 PM,0000X N MASON AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1513,015,29,25,19,1136774,1899614,2017,10/11/2017 03:51:00 PM,41.880697968,-87.773242976,"(41.880697968, -87.773242976)"
11109876,JA459842,10/05/2017 07:04:00 PM,020XX W 63RD ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0714,007,15,67,19,1163887,1862857,2017,10/12/2017 03:49:01 PM,41.779304087,-87.67472071,"(41.779304087, -87.67472071)"
11109990,JA459945,10/05/2017 08:10:00 PM,068XX S JUSTINE ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0725,007,17,67,19,1167182,1859407,2017,10/12/2017 03:49:01 PM,41.769766958,-87.662739492,"(41.769766958, -87.662739492)"
11112840,JA463815,10/08/2017 09:25:00 PM,033XX W GLADYS AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1134,011,28,27,19,1153985,1898094,2017,10/15/2017 03:46:45 PM,41.876201319,-87.710085632,"(41.876201319, -87.710085632)"
11113292,JA464391,10/09/2017 12:29:00 PM,015XX S SPAULDING AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1022,010,24,29,19,1154613,1892318,2017,10/16/2017 03:50:52 PM,41.860338817,-87.707934324,"(41.860338817, -87.707934324)"
11117739,JA470205,10/13/2017 06:53:00 PM,033XX W GLADYS AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1134,011,28,27,19,1153970,1898094,2017,10/20/2017 03:54:35 PM,41.876201618,-87.710140707,"(41.876201618, -87.710140707)"
11117893,JA470360,10/13/2017 09:17:00 PM,062XX S CARPENTER ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0712,007,16,68,19,1170386,1863336,2017,10/20/2017 03:54:35 PM,41.780479458,-87.650880747,"(41.780479458, -87.650880747)"
11120103,JA439648,09/20/2017 06:14:00 PM,0000X W 110TH PL,1661,GAMBLING,GAME/DICE,STREET,true,false,0513,005,34,49,19,1177964,1831695,2017,10/21/2017 03:44:12 PM,41.693484249,-87.624054648,"(41.693484249, -87.624054648)"
11120997,JA474458,10/17/2017 11:10:00 AM,079XX S CALUMET AVE,1661,GAMBLING,GAME/DICE,PARKING LOT/GARAGE(NON.RESID.),true,false,0623,006,6,44,19,1179847,1852530,2017,10/24/2017 04:07:07 PM,41.750615371,-87.616525456,"(41.750615371, -87.616525456)"
11122062,JA475817,10/18/2017 11:20:00 AM,033XX W GLADYS AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1134,011,28,27,19,1153975,1898094,2017,10/25/2017 03:51:11 PM,41.876201518,-87.710122349,"(41.876201518, -87.710122349)"
11124467,JA479063,10/20/2017 05:14:00 PM,085XX S ABERDEEN ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0613,006,21,71,19,1170476,1848183,2017,10/27/2017 03:54:06 PM,41.738895719,-87.650991438,"(41.738895719, -87.650991438)"
11126533,JA481846,10/22/2017 08:23:00 PM,012XX S INDEPENDENCE BLVD,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1011,010,24,29,19,1151283,1894264,2017,10/29/2017 03:54:49 PM,41.865744779,-87.720106979,"(41.865744779, -87.720106979)"
11134498,JA492183,10/30/2017 05:02:00 PM,067XX S WOLCOTT AVE,1661,GAMBLING,GAME/DICE,ABANDONED BUILDING,true,false,0726,007,15,67,19,1164848,1860008,2017,11/06/2017 03:52:31 PM,41.771465802,-87.671277979,"(41.771465802, -87.671277979)"
11137954,JA496710,11/02/2017 11:42:00 PM,024XX W LEXINGTON ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1135,011,2,28,19,1160144,1896629,2017,11/09/2017 03:50:25 PM,41.87205627,-87.687512316,"(41.87205627, -87.687512316)"
11140354,JA499720,11/05/2017 10:15:00 AM,030XX W LEXINGTON ST,1680,GAMBLING,OTHER,SIDEWALK,true,false,1134,011,28,27,19,1156201,1896545,2017,11/12/2017 03:52:33 PM,41.871906261,-87.701991038,"(41.871906261, -87.701991038)"
11142997,JA503212,11/07/2017 10:11:00 PM,047XX W VAN BUREN ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1131,011,24,25,19,1144829,1897606,2017,11/14/2017 03:56:46 PM,41.875039711,-87.743715969,"(41.875039711, -87.743715969)"
11148084,JA510262,11/13/2017 12:45:00 PM,091XX S COMMERCIAL AVE,1661,GAMBLING,GAME/DICE,ALLEY,true,false,0424,004,10,46,19,1197732,1844966,2017,11/20/2017 04:25:43 PM,41.729431605,-87.55123951,"(41.729431605, -87.55123951)"
11149566,JA512153,11/14/2017 09:15:00 PM,045XX S WABASH AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0215,002,3,38,19,1177474,1874994,2017,11/21/2017 03:54:57 PM,41.81231282,-87.624542644,"(41.81231282, -87.624542644)"
